Date,Open,High,Low,Close,Adj Close,Volume
2021-09-01,1.033992052078247,1.072348952293396,0.3906170129776001,0.7583720088005066,0.7583720088005066,9318889
2021-10-01,0.7585819959640503,0.9305999875068665,0.6349149942398071,0.7741580009460449,0.7741580009460449,7699945
2021-11-01,0.7741940021514893,5.837308883666992,0.7471259832382202,2.9614648818969727,2.9614648818969727,232175455
2021-12-01,2.9623730182647705,5.003230094909668,1.783331036567688,3.689845085144043,3.689845085144043,234620768
2022-01-01,3.6861579418182373,3.9743900299072266,2.084667921066284,2.599138021469116,2.599138021469116,220078439
2022-02-01,2.59671688079834,2.9587950706481934,1.9366519451141357,2.0894060134887695,2.0894060134887695,141350333
2022-03-01,2.089402914047241,2.138248920440674,1.5664349794387817,1.881654977798462,1.881654977798462,111322591
2022-04-01,1.8819420337677002,2.3348278999328613,1.6743340492248535,1.8905129432678223,1.8905129432678223,172247264
2022-05-01,1.8919140100479126,2.001617908477783,1.145071029663086,1.379377007484436,1.379377007484436,148954419
2022-06-01,1.3792619705200195,1.4147779941558838,0.7581650018692017,1.0919519662857056,1.0919519662857056,173811922
2022-07-01,1.0935399532318115,1.1528899669647217,0.8191739916801453,0.9835460186004639,0.9835460186004639,71312527
2022-08-01,0.9816849827766418,1.514093041419983,0.9011030197143555,1.4906740188598633,1.4906740188598633,116752095
2022-09-01,1.4909110069274902,2.0398120880126953,1.2380269765853882,1.3663690090179443,1.3663690090179443,541371228
2022-10-01,1.3647379875183105,1.9783669710159302,1.1951539516448975,1.5069780349731445,1.5069780349731445,333842624
2022-11-01,1.507040023803711,1.8859620094299316,1.3324190378189087,1.7641780376434326,1.7641780376434326,290848925
2022-12-01,1.7639750242233276,2.8646600246429443,1.7420929670333862,2.1788759231567383,2.1788759231567383,1309738340
